"adm1_name","Easting","Northing","Datetime","fcs","cv_ind","rainfall_3_months_anomaly_cubic_intp","ndvi_value_cubic_intp","ndvi_anomaly_cubic_intp","log_currency_exchange","log_Area","MPI_intensity","Muslim","log_food_inflation_MPI","log_fatalities_explosions","MPI","n_conflicts_Battles_rolsum_90days","log_fatalities_battles","headline_inflation_cubic_intp","day_num","Ramadan_past90days_Muslimpop"
"Abuja",1415.18938279335,-4531.24647009396,"2022-12-28",0.186727834645236,0,1.19656949784754,0.377569810492994,0.932395374671612,6.10287174468211,0.474507102204131,38.6,0.49,0.590560459855804,0,0.186,3,1.09861228866811,21.5053127108355,13,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-01-04",0.190979445247006,0,0.796571533661471,0.354188976315452,0.937316560158397,6.10815810060526,0.474507102204131,38.6,0.49,0.591842610776778,0,0.186,2,1.09861228866811,21.6379430143608,14,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-01-11",0.198002529982424,0,0.680166,0.3345,0.94187,6.11390339430056,0.474507102204131,38.6,0.49,0.593052535478895,0,0.186,0,0,21.7631485155278,15,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-01-18",0.202504353424594,0,0.893127791693408,0.320510298400732,0.943752574668755,6.11827339397168,0.474507102204131,38.6,0.49,0.593860285033473,0,0.186,0,0,21.8520111021091,16,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-01-25",0.209004070084797,0,1.03211084341242,0.310618974442113,0.942637106877548,6.13224770699343,0.474507102204131,38.6,0.49,0.594165596971074,0,0.186,0,0,21.8955371681605,17,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-02-01",0.223800812938892,0,1.012249,0.3035,0.938268,6.13344142600353,0.474507102204131,38.6,0.49,0.594137385087353,0,0.186,0,0,21.9087452649728,18,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-02-08",0.230900024513174,0,1.01471843034881,0.298935395714352,0.930705246907496,6.13322449214581,0.474507102204131,38.6,0.49,0.593958317772052,0,0.186,0,0,21.908083504826,19,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-02-15",0.225745349174316,0,0.889651595040794,0.29712203835559,0.92252923276657,6.13352818637145,0.474507102204131,38.6,0.49,0.593810924012319,0,0.186,0,0,21.91,20,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-02-22",0.229742371679012,0,0.996274994255437,0.298654684716391,0.913337796446699,6.13333296495721,0.474507102204131,38.6,0.49,0.59383721573073,0,0.186,0,0,21.927311444345,21,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-03-01",0.224511259166865,0,1.491864,0.3036,0.902154,6.13333296495721,0.474507102204131,38.6,0.49,0.594015155108055,0,0.186,0,0,21.9583088579923,22,0
"Abuja",1415.18938279335,-4531.24647009396,"2023-03-08",0.213008408893655,0,1.29355807373608,0.310671354839095,0.892736358340353,6.1333763507874,0.474507102204131,38.6,0.49,0.594281514607168,0,0.186,0,0,21.9976518426434,23,0
